frame0000.jpg,295,191,307,195,0,0,0,0,0,0,0,0,1,3.0,0.979
frame0020.jpg,297,191,301,194,0,0,0,0,0,0,0,0,1,1.333,1.417
frame0040.jpg,295,190,307,194,0,0,0,0,0,0,0,0,1,3.0,1.167
frame0060.jpg,291,190,306,198,0,0,0,0,0,0,0,0,1,1.875,0.767
frame0080.jpg,291,197,307,205,0,0,0,0,0,0,0,0,1,2.0,1.0
frame0100.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,None
frame0120.jpg,317,217,328,222,0,0,0,0,0,0,0,0,1,2.2,0.709
frame0140.jpg,381,220,385,222,0,0,0,0,0,0,0,0,1,2.0,1.625
frame0160.jpg,407,224,419,230,0,0,0,0,0,0,0,0,1,2.0,None
frame0180.jpg,353,208,370,214,0,0,0,0,0,0,0,0,1,2.833,None
frame0200.jpg,419,213,430,216,0,0,0,0,0,0,0,0,1,3.667,1.303
frame0220.jpg,427,194,443,202,0,0,0,0,0,0,0,0,1,2.0,None
frame0240.jpg,433,200,450,208,0,0,0,0,0,0,0,0,1,2.125,None
frame0260.jpg,435,217,443,221,0,0,0,0,0,0,0,0,1,2.0,0.906
frame0280.jpg,425,216,440,222,0,0,0,0,0,0,0,0,1,2.5,0.856
frame0300.jpg,389,222,398,225,0,0,0,0,0,0,0,0,1,3.0,0.963
frame0320.jpg,336,225,350,231,0,0,0,0,0,0,0,0,1,2.333,0.857
frame0340.jpg,303,229,312,234,0,0,0,0,0,0,0,0,1,1.8,None
frame0360.jpg,295,237,306,241,0,0,0,0,0,0,0,0,1,2.75,1.114
frame0380.jpg,298,237,310,242,0,0,0,0,0,0,0,0,1,2.4,1.217
frame0400.jpg,298,236,310,244,0,0,0,0,0,0,0,0,1,1.5,0.885
frame0420.jpg,296,231,309,238,0,0,0,0,0,0,0,0,1,1.857,0.868
frame0440.jpg,294,229,302,234,0,0,0,0,0,0,0,0,1,1.6,0.85
frame0460.jpg,277,228,292,233,0,0,0,0,0,0,0,0,1,3.0,1.013
frame0480.jpg,269,228,280,235,0,0,0,0,0,0,0,0,1,1.571,None
frame0500.jpg,265,228,278,234,0,0,0,0,0,0,0,0,1,2.167,1.013
