21,1,211,207,15,5,1.0,-1,-1,-1
21,2,595,409,5,3,1.0,-1,-1,-1
41,1,211,207,15,5,1.0,-1,-1,-1
41,2,595,409,5,3,1.0,-1,-1,-1
61,1,211,205,17,5,1.0,-1,-1,-1
61,2,595,409,5,3,1.0,-1,-1,-1
81,1,215,202,16,5,1.0,-1,-1,-1
81,2,595,409,5,3,1.0,-1,-1,-1
101,1,217,197,19,5,1.0,-1,-1,-1
101,2,595,409,5,3,1.0,-1,-1,-1
121,1,223,190,19,5,1.0,-1,-1,-1
121,2,595,409,5,3,1.0,-1,-1,-1
141,1,227,181,21,6,1.0,-1,-1,-1
141,2,595,409,5,3,1.0,-1,-1,-1
161,1,234,168,23,7,1.0,-1,-1,-1
161,2,595,409,5,3,1.0,-1,-1,-1
181,1,239,132,27,9,1.0,-1,-1,-1
181,2,595,409,5,3,1.0,-1,-1,-1
201,1,247,90,29,10,1.0,-1,-1,-1
201,2,595,409,5,3,1.0,-1,-1,-1
221,1,254,52,31,12,1.0,-1,-1,-1
221,2,595,409,5,3,1.0,-1,-1,-1
241,1,258,43,29,13,1.0,-1,-1,-1
241,2,594,409,5,3,1.0,-1,-1,-1
241,9,247,217,11,5,1.0,-1,-1,-1
261,1,256,52,27,12,1.0,-1,-1,-1
281,1,247,73,25,11,1.0,-1,-1,-1
281,19,241,252,15,5,1.0,-1,-1,-1
301,1,232,93,23,9,1.0,-1,-1,-1
301,8,242,252,16,5,1.0,-1,-1,-1
321,1,222,110,22,8,1.0,-1,-1,-1
341,1,215,126,21,7,1.0,-1,-1,-1
341,22,597,413,5,3,1.0,-1,-1,-1
361,1,208,139,19,7,1.0,-1,-1,-1
361,2,597,411,5,2,1.0,-1,-1,-1
381,1,205,166,17,6,1.0,-1,-1,-1
381,8,242,251,17,5,1.0,-1,-1,-1
381,22,598,412,5,3,1.0,-1,-1,-1
401,1,203,180,19,7,1.0,-1,-1,-1
401,8,243,252,14,5,1.0,-1,-1,-1
401,22,598,413,5,3,1.0,-1,-1,-1
401,25,598,413,5,1,1.0,-1,-1,-1
421,1,204,215,17,6,1.0,-1,-1,-1
421,25,599,416,5,2,1.0,-1,-1,-1
421,26,243,256,18,5,1.0,-1,-1,-1
441,1,208,219,17,6,1.0,-1,-1,-1
461,1,208,212,17,5,1.0,-1,-1,-1
461,2,601,410,5,2,1.0,-1,-1,-1
461,31,244,252,15,5,1.0,-1,-1,-1
481,1,216,202,19,6,1.0,-1,-1,-1
501,38,279,187,20,6,1.0,-1,-1,-1
521,38,335,201,18,5,1.0,-1,-1,-1
541,38,379,213,19,7,1.0,-1,-1,-1
561,38,390,226,19,6,1.0,-1,-1,-1
581,38,410,242,18,5,1.0,-1,-1,-1
601,38,441,243,19,7,1.0,-1,-1,-1
621,45,496,245,20,7,1.0,-1,-1,-1
681,52,525,310,15,5,1.0,-1,-1,-1
701,52,524,328,17,5,1.0,-1,-1,-1
721,54,534,351,19,6,1.0,-1,-1,-1
741,52,532,367,19,5,1.0,-1,-1,-1
761,54,530,374,19,6,1.0,-1,-1,-1
781,54,524,374,19,7,1.0,-1,-1,-1
801,54,516,374,16,5,1.0,-1,-1,-1
821,54,508,373,17,6,1.0,-1,-1,-1
841,54,509,373,15,5,1.0,-1,-1,-1
861,54,512,373,15,5,1.0,-1,-1,-1
881,54,519,374,16,5,1.0,-1,-1,-1
901,54,531,374,15,5,1.0,-1,-1,-1
921,54,540,373,15,5,1.0,-1,-1,-1
941,54,537,374,13,5,1.0,-1,-1,-1
961,54,525,373,13,5,1.0,-1,-1,-1
981,54,509,373,12,5,1.0,-1,-1,-1
1001,54,493,372,12,5,1.0,-1,-1,-1
1021,54,486,373,11,5,1.0,-1,-1,-1
1041,54,485,373,9,5,1.0,-1,-1,-1
1061,54,485,373,11,5,1.0,-1,-1,-1
1081,54,487,373,11,5,1.0,-1,-1,-1
1101,54,490,373,11,5,1.0,-1,-1,-1
1121,54,493,373,11,5,1.0,-1,-1,-1
1141,54,498,374,12,5,1.0,-1,-1,-1
1161,54,501,375,13,5,1.0,-1,-1,-1
1181,54,503,375,13,5,1.0,-1,-1,-1
1201,54,504,374,11,5,1.0,-1,-1,-1
1221,54,503,372,11,5,1.0,-1,-1,-1
1241,54,502,373,11,3,1.0,-1,-1,-1
1261,54,498,372,12,5,1.0,-1,-1,-1
1261,60,0,14,7,5,1.0,-1,-1,-1
1281,54,497,372,13,5,1.0,-1,-1,-1
1301,54,497,372,13,5,1.0,-1,-1,-1
1321,54,498,373,13,5,1.0,-1,-1,-1
1341,54,500,373,12,5,1.0,-1,-1,-1
1361,54,503,373,13,5,1.0,-1,-1,-1
